,Name,Num Entries,Year,Time,Record Identifier,Status of System,Latitude,Longitude,Maximum Sustained Wind,Minimum Pressure,34-knot Wind Radii NE,34-knot Wind Radii SE,34-knot Wind Radii SW,34-knot Wind Radii NW,50-knot Wind Radii NE,50-knot Wind Radii SE,50-knot Wind Radii SW,50-knot Wind Radii NW,64-knot Wind Radii NE,64-knot Wind Radii SE,64-knot Wind Radii SW,64-knot Wind Radii NW,Speed mph
699,FIONA,61,9/24/2022,1200,  , EX,46.8,61.2,75.0,938.0,270.0,350.0,350.0,240.0,150.0,180.0,180.0,150.0,100.0,100.0,0.0,0.0,20.728228328385413
700,FIONA,61,9/24/2022,1800,  , EX,47.9,60.8,65.0,952.0,270.0,360.0,480.0,210.0,120.0,150.0,150.0,120.0,90.0,90.0,0.0,0.0,13.04597487811921
701,FIONA,61,9/25/2022, 0000,  , EX,48.8,59.8,60.0,968.0,200.0,450.0,480.0,210.0,90.0,120.0,120.0,90.0,0.0,0.0,0.0,0.0,12.883238070062356
702,FIONA,61,9/25/2022, 0600,  , EX,50.6,58.6,50.0,972.0,120.0,200.0,160.0,160.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,22.572312841365545
703,FIONA,61,9/25/2022,1200,  , EX,53.1,57.5,45.0,981.0,120.0,200.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.83267425039655
704,FIONA,61,9/25/2022,1800,  , EX,55.5,58.0,40.0,984.0,120.0,200.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.840921548771792
705,FIONA,61,9/26/2022, 0000,  , EX,57.5,59.0,35.0,985.0,120.0,200.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.89160348076984
706,FIONA,61,9/26/2022, 0600,  , EX,58.5,59.0,35.0,985.0,120.0,200.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.515682404658603
707,FIONA,61,9/26/2022,1200,  , EX,59.5,59.0,35.0,986.0,120.0,200.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.515682404658603
708,FIONA,61,9/26/2022,1800,  , EX,60.5,58.5,35.0,988.0,120.0,200.0,160.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.870003439094148
709,FIONA,61,9/27/2022, 0000,  , EX,61.5,58.0,35.0,994.0,120.0,200.0,160.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.849093018507348
710,FIONA,61,9/27/2022, 0600,  , EX,62.5,57.0,35.0,998.0,120.0,200.0,160.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.721229096584532
711,FIONA,61,9/27/2022,1200,  , EX,63.3,55.0,35.0,1000.0,120.0,200.0,160.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.961309968000748
712,FIONA,61,9/27/2022,1800,  , EX,64.0,52.0,25.0,1002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.32119124565292
713,GASTON,34,9/19/2022,1200,  , LO,28.7,46.3,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
714,GASTON,34,9/19/2022,1800,  , LO,29.6,45.8,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.519574562714807
715,GASTON,34,9/20/2022, 0000,  , LO,30.4,45.8,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.21254592372681
716,GASTON,34,9/20/2022, 0600,  , LO,31.3,45.9,25.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.411158526310372
717,GASTON,34,9/20/2022,1200,  , TD,32.5,45.8,30.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.853356164317121
718,GASTON,34,9/20/2022,1800,  , TS,34.0,45.0,35.0,1009.0,60.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.913571406818058
719,GASTON,34,9/21/2022, 0000,  , TS,35.5,44.1,45.0,1004.0,60.0,60.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.2582496963724
720,GASTON,34,9/21/2022, 0600,  , TS,36.9,43.1,55.0,999.0,60.0,60.0,60.0,50.0,0.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,18.60805544475635
721,GASTON,34,9/21/2022,1200,  , TS,37.9,42.0,55.0,998.0,60.0,60.0,60.0,50.0,0.0,30.0,30.0,30.0,0.0,0.0,0.0,0.0,15.29273267338178
722,GASTON,34,9/21/2022,1800,  , TS,38.6,40.7,55.0,998.0,40.0,50.0,50.0,50.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,14.254382493708578
723,GASTON,34,9/22/2022, 0000,  , TS,39.4,38.6,55.0,998.0,40.0,50.0,50.0,50.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,20.929412322687025
724,GASTON,34,9/22/2022, 0600,  , TS,40.1,36.5,55.0,998.0,60.0,70.0,70.0,70.0,0.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,20.264362939552836
725,GASTON,34,9/22/2022,1200,  , TS,40.7,34.8,55.0,996.0,90.0,100.0,100.0,90.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,16.431260974349946
726,GASTON,34,9/22/2022,1800,  , TS,41.0,33.1,55.0,994.0,90.0,100.0,100.0,90.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,15.205631464639197
727,GASTON,34,9/23/2022, 0000,  , TS,41.1,31.5,55.0,995.0,90.0,100.0,100.0,90.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,13.942476650620657
728,GASTON,34,9/23/2022, 0600,  , TS,40.9,30.1,55.0,995.0,90.0,100.0,100.0,90.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,12.38330557261955
729,GASTON,34,9/23/2022,1200,  , TS,40.5,29.2,55.0,995.0,90.0,100.0,100.0,150.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.107963210734814
730,GASTON,34,9/23/2022,1800,  , TS,39.8,28.8,50.0,997.0,90.0,100.0,100.0,150.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,8.796318265101947
731,GASTON,34,9/24/2022, 0000,  , TS,39.1,29.2,45.0,999.0,90.0,100.0,100.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.810799070957705
732,GASTON,34,9/24/2022, 0600,  , TS,38.7,29.7,45.0,1000.0,90.0,100.0,100.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4262605515525095
733,GASTON,34,9/24/2022,1200,  , TS,38.2,30.4,40.0,1001.0,90.0,90.0,100.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.54431515905766
734,GASTON,34,9/24/2022,1800,  , TS,38.0,31.4,45.0,998.0,100.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.350131044419628
735,GASTON,34,9/25/2022, 0000,  , TS,38.4,32.7,45.0,998.0,100.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.634051647188258
736,GASTON,34,9/25/2022, 0600,  , TS,38.9,34.1,45.0,999.0,100.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.84472377446675
737,GASTON,34,9/25/2022,1200,  , TS,39.4,35.7,45.0,999.0,100.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.40477528009662
738,GASTON,34,9/25/2022,1800,  , TS,39.2,37.0,40.0,1000.0,90.0,0.0,50.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.811295547625635
739,GASTON,34,9/26/2022, 0000,  , LO,38.8,37.7,35.0,1007.0,60.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.77571535860672
740,GASTON,34,9/26/2022, 0600,  , LO,38.5,38.5,35.0,1010.0,60.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.981171377459802
741,GASTON,34,9/26/2022,1200,  , LO,38.4,39.4,30.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.197916074544006
742,GASTON,34,9/26/2022,1800,  , LO,38.2,40.4,30.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.326040295412325
743,GASTON,34,9/27/2022, 0000,  , LO,38.0,41.5,30.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.230838507803373
744,GASTON,34,9/27/2022, 0600,  , LO,37.6,42.8,30.0,1013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.693990775331434
745,GASTON,34,9/27/2022,1200,  , LO,37.2,44.2,25.0,1014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.610488540009415
746,GASTON,34,9/27/2022,1800,  , LO,37.0,45.9,25.0,1015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.782749233572368
747,IAN,40,9/22/2022,1800,  , LO,12.3,66.3,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
748,IAN,40,9/23/2022, 0000,  , LO,12.9,67.2,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.24916860762773
749,IAN,40,9/23/2022, 0600,  , TD,13.7,68.1,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.66012885145588
750,IAN,40,9/23/2022,1200,  , TD,14.2,69.3,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.594955033142625
751,IAN,40,9/23/2022,1800,  , TD,14.6,70.6,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.214074127838764
752,IAN,40,9/24/2022, 0000,  , TS,14.7,71.7,35.0,1005.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.309393717087369
753,IAN,40,9/24/2022, 0600,  , TS,14.7,72.9,35.0,1005.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.366482157603208
754,IAN,40,9/24/2022,1200,  , TS,14.5,74.4,40.0,1003.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.873626953898874
755,IAN,40,9/24/2022,1800,  , TS,14.4,75.8,40.0,1003.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.654336585837939
756,IAN,40,9/25/2022, 0000,  , TS,14.6,77.2,40.0,1003.0,40.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.77740672212704
757,IAN,40,9/25/2022, 0600,  , TS,14.6,78.3,40.0,1003.0,40.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.258202651880536
758,IAN,40,9/25/2022,1200,  , TS,15.0,79.4,40.0,1003.0,40.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.084555015748327
759,IAN,40,9/25/2022,1800,  , TS,15.8,80.1,40.0,1003.0,40.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.052666018445743
760,IAN,40,9/26/2022, 0000,  , TS,16.8,80.9,50.0,991.0,60.0,60.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.51873748619917
761,IAN,40,9/26/2022, 0600,  , HU,17.7,81.7,65.0,985.0,70.0,70.0,30.0,70.0,30.0,30.0,0.0,20.0,15.0,0.0,0.0,0.0,13.59486700381017
762,IAN,40,9/26/2022,1200,  , HU,18.7,82.4,70.0,981.0,90.0,80.0,40.0,90.0,40.0,40.0,0.0,30.0,20.0,0.0,0.0,0.0,13.829292163819035
763,IAN,40,9/26/2022,1800,  , HU,19.7,83.0,80.0,976.0,100.0,90.0,60.0,90.0,50.0,50.0,20.0,30.0,30.0,25.0,0.0,20.0,13.235789867993228
764,IAN,40,9/27/2022, 0000,  , HU,20.8,83.3,85.0,965.0,100.0,90.0,60.0,90.0,50.0,50.0,20.0,30.0,30.0,25.0,0.0,20.0,13.075319909861854
765,IAN,40,9/27/2022, 0600,  , HU,21.8,83.6,100.0,956.0,100.0,100.0,70.0,90.0,50.0,50.0,30.0,40.0,30.0,25.0,20.0,20.0,11.95703563986401
766,IAN,40,9/27/2022,1200,  , HU,22.6,83.6,100.0,963.0,120.0,120.0,100.0,120.0,60.0,60.0,50.0,60.0,30.0,25.0,20.0,20.0,9.212545923726882
767,IAN,40,9/27/2022,1800,  , HU,23.5,83.3,105.0,951.0,120.0,120.0,100.0,120.0,60.0,60.0,50.0,60.0,35.0,35.0,20.0,20.0,10.840659605773864
768,IAN,40,9/28/2022, 0000,  , HU,24.4,83.0,105.0,947.0,120.0,120.0,100.0,120.0,60.0,60.0,50.0,60.0,35.0,35.0,20.0,20.0,10.83433387201663
769,IAN,40,9/28/2022, 0600,  , HU,25.2,82.9,120.0,945.0,120.0,130.0,100.0,150.0,70.0,60.0,60.0,70.0,35.0,35.0,30.0,35.0,9.271664730737912
770,IAN,40,9/28/2022,1200,  , HU,26.0,82.7,140.0,937.0,120.0,140.0,100.0,150.0,70.0,60.0,70.0,80.0,40.0,40.0,30.0,40.0,9.443780623855053
771,IAN,40,9/28/2022,1800,  , HU,26.6,82.4,135.0,938.0,130.0,150.0,100.0,150.0,50.0,60.0,70.0,80.0,30.0,40.0,30.0,45.0,7.571775596993504
772,IAN,40,9/29/2022, 0000,  , HU,27.2,81.7,100.0,960.0,180.0,120.0,120.0,220.0,50.0,60.0,50.0,70.0,30.0,40.0,30.0,45.0,9.970819447257247
773,IAN,40,9/29/2022, 0600,  , HU,27.7,81.1,65.0,985.0,360.0,120.0,150.0,200.0,60.0,50.0,40.0,70.0,30.0,0.0,0.0,30.0,8.41115674470953
774,IAN,40,9/29/2022,1200,  , TS,28.4,80.6,60.0,987.0,360.0,120.0,150.0,200.0,60.0,50.0,40.0,70.0,0.0,0.0,0.0,0.0,9.528928893828457
775,IAN,40,9/29/2022,1800,  , HU,28.9,80.1,65.0,986.0,360.0,140.0,150.0,200.0,60.0,0.0,50.0,100.0,0.0,0.0,0.0,40.0,7.660547028008633
776,IAN,40,9/30/2022, 0000,  , HU,29.6,79.4,70.0,986.0,420.0,150.0,120.0,220.0,60.0,80.0,80.0,120.0,0.0,0.0,40.0,60.0,10.697827452295614
777,IAN,40,9/30/2022, 0600,  , HU,30.3,79.1,75.0,984.0,420.0,130.0,100.0,160.0,80.0,60.0,80.0,120.0,0.0,0.0,40.0,60.0,8.598801515095515
778,IAN,40,9/30/2022,1200,  , HU,31.5,79.0,75.0,980.0,240.0,130.0,120.0,140.0,80.0,60.0,80.0,80.0,40.0,0.0,40.0,60.0,13.854099140609565
779,IAN,40,9/30/2022,1800,  , HU,33.3,79.2,70.0,978.0,190.0,130.0,100.0,60.0,80.0,60.0,80.0,40.0,0.0,30.0,40.0,0.0,20.819227660582076
780,HERMINE,12,9/23/2022, 0600,  , LO,16.6,19.4,30.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
781,HERMINE,12,9/23/2022,1200,  , TD,17.4,19.9,30.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.732621045824366
782,HERMINE,12,9/23/2022,1800,  , TS,18.1,20.3,35.0,1003.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.177405204097308
783,HERMINE,12,9/24/2022, 0000,  , TS,18.7,20.7,35.0,1003.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.175783335065459
784,HERMINE,12,9/24/2022, 0600,  , TS,19.4,20.9,35.0,1004.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.349767862860116
785,HERMINE,12,9/24/2022,1200,  , TD,20.3,20.9,30.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.364114164192744
786,HERMINE,12,9/24/2022,1800,  , TD,21.4,20.7,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.84879374751346
787,HERMINE,12,9/25/2022, 0000,  , LO,22.4,20.5,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.712269351804025
788,HERMINE,12,9/25/2022, 0600,  , LO,23.1,20.3,25.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.336093712367687
789,HERMINE,12,9/25/2022,1200,  , LO,23.7,20.1,25.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.225486967112264
790,HERMINE,12,9/25/2022,1800,  , LO,24.1,19.8,25.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.58512867427924
791,HERMINE,12,9/26/2022, 0000,  , LO,24.6,19.4,25.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.124836377764819
792,ELEVEN,12,9/26/2022,1800,  , LO,13.8,35.8,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
793,ELEVEN,12,9/27/2022, 0000,  , LO,13.6,35.4,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.033091210709084
794,ELEVEN,12,9/27/2022, 0600,  , LO,13.6,35.0,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.477117174232267
795,ELEVEN,12,9/27/2022,1200,  , LO,13.8,34.7,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.070619929234076
796,ELEVEN,12,9/27/2022,1800,  , LO,14.1,34.5,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.114745381640619
797,ELEVEN,12,9/28/2022, 0000,  , TD,14.5,34.3,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.118451710994338
798,ELEVEN,12,9/28/2022, 0600,  , TD,15.1,34.2,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9985357424715735
799,ELEVEN,12,9/28/2022,1200,  , TD,15.7,34.3,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.998036660844172
800,ELEVEN,12,9/28/2022,1800,  , TD,16.2,34.7,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.264164396046023
801,ELEVEN,12,9/29/2022, 0000,  , TD,16.7,35.2,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.977887619913375
802,ELEVEN,12,9/29/2022, 0600,  , TD,17.5,36.0,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.7437182998752
803,ELEVEN,12,9/29/2022,1200,  , LO,18.3,36.9,25.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.495789124681226
804,GERT,67,9/1/2023, 0000,  , TD,28.8,56.4,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
805,GERT,67,9/1/2023, 0600,  , TD,28.8,55.7,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.063878395327723
806,GERT,67,9/1/2023,1200,  , TD,28.4,55.2,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.839110993699378
807,GERT,67,9/1/2023,1800,  , TS,27.9,54.8,35.0,1005.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.046110731916465
808,GERT,67,9/2/2023, 0000,  , TS,27.7,54.6,35.0,1005.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0749087711167573
809,GERT,67,9/2/2023, 0600,  , TS,27.6,54.4,40.0,1003.0,20.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3426863361076617
810,GERT,67,9/2/2023,1200,  , TS,27.7,54.1,45.0,999.0,20.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.26967338288941
811,GERT,67,9/2/2023,1800,  , TS,28.1,53.8,45.0,999.0,30.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.526246180735707
812,GERT,67,9/3/2023, 0000,  , TS,28.6,53.5,50.0,998.0,30.0,50.0,40.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,6.51125198981878
813,GERT,67,9/3/2023, 0600,  , TS,29.3,53.0,50.0,998.0,30.0,50.0,40.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,9.505984627106075
814,GERT,67,9/3/2023,1200,  , TS,30.4,52.4,50.0,998.0,30.0,50.0,40.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,14.013207806680015
815,GERT,67,9/3/2023,1800,  , TS,31.9,51.6,45.0,999.0,30.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.987580468258944
816,GERT,67,9/4/2023, 0000,  , TS,33.9,50.9,45.0,1000.0,40.0,50.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.005021432254484
817,GERT,67,9/4/2023, 0600,  , TS,36.5,50.7,45.0,1000.0,40.0,60.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.999839267669774
818,GERT,67,9/4/2023,1200,  , LO,39.4,50.8,40.0,1001.0,40.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.40781500275488
819,FRANKLIN,86,9/1/2023, 0000,  , HU,36.4,59.7,75.0,975.0,120.0,140.0,140.0,80.0,80.0,80.0,70.0,40.0,40.0,50.0,40.0,20.0,
820,FRANKLIN,86,9/1/2023, 0600,  , HU,37.4,58.2,70.0,978.0,110.0,150.0,130.0,150.0,70.0,80.0,70.0,60.0,40.0,40.0,40.0,30.0,17.983415080162803
821,FRANKLIN,86,9/1/2023,1200,  , HU,38.2,56.6,65.0,982.0,100.0,160.0,120.0,220.0,50.0,90.0,80.0,80.0,30.0,30.0,50.0,50.0,17.228212139667757
822,FRANKLIN,86,9/1/2023,1800,  , EX,38.8,54.6,70.0,979.0,180.0,200.0,150.0,230.0,50.0,90.0,80.0,80.0,30.0,30.0,50.0,50.0,19.30291103068127
823,FRANKLIN,86,9/2/2023, 0000,  , EX,39.6,52.0,70.0,979.0,270.0,240.0,180.0,240.0,60.0,100.0,100.0,90.0,0.0,40.0,50.0,50.0,24.963193401054628
824,FRANKLIN,86,9/2/2023, 0600,  , EX,41.2,48.8,70.0,980.0,270.0,240.0,180.0,240.0,60.0,100.0,100.0,90.0,0.0,40.0,50.0,50.0,33.56721391059586
825,FRANKLIN,86,9/2/2023,1200,  , EX,43.0,45.9,65.0,981.0,270.0,240.0,210.0,180.0,90.0,110.0,90.0,90.0,0.0,0.0,60.0,60.0,32.301815212956534
826,FRANKLIN,86,9/2/2023,1800,  , EX,44.8,43.4,65.0,982.0,280.0,250.0,200.0,180.0,120.0,120.0,90.0,100.0,0.0,0.0,70.0,70.0,29.32252288972585
827,FRANKLIN,86,9/3/2023, 0000,  , EX,45.8,41.0,65.0,984.0,280.0,250.0,200.0,200.0,120.0,120.0,120.0,90.0,0.0,90.0,90.0,0.0,22.59345414896808
828,FRANKLIN,86,9/3/2023, 0600,  , EX,46.4,38.7,60.0,986.0,200.0,250.0,200.0,180.0,60.0,90.0,100.0,100.0,0.0,0.0,0.0,0.0,19.62127777907174
829,FRANKLIN,86,9/3/2023,1200,  , EX,47.0,36.2,55.0,988.0,130.0,250.0,220.0,180.0,0.0,60.0,100.0,100.0,0.0,0.0,0.0,0.0,20.917066390487065
830,FRANKLIN,86,9/3/2023,1800,  , EX,47.7,33.4,55.0,990.0,130.0,250.0,220.0,180.0,0.0,60.0,100.0,100.0,0.0,0.0,0.0,0.0,23.28393111718826
831,FRANKLIN,86,9/4/2023, 0000,  , EX,47.8,30.8,50.0,991.0,130.0,180.0,220.0,180.0,0.0,60.0,80.0,0.0,0.0,0.0,0.0,0.0,20.16313582939452
832,FRANKLIN,86,9/4/2023, 0600,  , EX,47.5,28.6,45.0,993.0,130.0,180.0,200.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.412277826928005
833,FRANKLIN,86,9/4/2023,1200,  , EX,47.1,27.3,40.0,994.0,0.0,0.0,200.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.14822514677707
834,FRANKLIN,86,9/4/2023,1800,  , EX,46.7,26.8,40.0,995.0,0.0,0.0,210.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0576569001296505
835,FRANKLIN,86,9/5/2023, 0000,  , EX,46.0,26.6,40.0,995.0,0.0,0.0,210.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.21623435691044
836,FRANKLIN,86,9/5/2023, 0600,  , EX,44.6,26.3,40.0,995.0,0.0,0.0,210.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.304025459745446
837,FRANKLIN,86,9/5/2023,1200,  , EX,42.8,25.4,40.0,995.0,0.0,0.0,210.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.040539694085435
838,FRANKLIN,86,9/5/2023,1800,  , EX,41.0,23.8,40.0,995.0,0.0,0.0,180.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.85307223980345
839,FRANKLIN,86,9/6/2023, 0000,  , EX,40.1,21.6,35.0,995.0,0.0,120.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.86181980036235
