,Name,Num Entries,Year,Time,Record Identifier,Status of System,Latitude,Longitude,Maximum Sustained Wind,Minimum Pressure,34-knot Wind Radii NE,34-knot Wind Radii SE,34-knot Wind Radii SW,34-knot Wind Radii NW,50-knot Wind Radii NE,50-knot Wind Radii SE,50-knot Wind Radii SW,50-knot Wind Radii NW,64-knot Wind Radii NE,64-knot Wind Radii SE,64-knot Wind Radii SW,64-knot Wind Radii NW,Speed mph
840,FRANKLIN,86,9/6/2023, 0600,  , EX,40.1,19.4,35.0,995.0,0.0,120.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.378408259812993
841,FRANKLIN,86,9/6/2023,1200,  , EX,41.3,17.7,40.0,993.0,0.0,120.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.278169344341567
842,FRANKLIN,86,9/6/2023,1800,  , EX,43.3,16.5,45.0,992.0,60.0,120.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.196634802686813
843,FRANKLIN,86,9/7/2023, 0000,  , EX,45.4,16.0,50.0,991.0,120.0,90.0,30.0,60.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,24.530782711067364
844,FRANKLIN,86,9/7/2023, 0600,  , EX,46.8,16.1,50.0,991.0,120.0,90.0,30.0,60.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,16.14171340805056
845,FRANKLIN,86,9/7/2023,1200,  , EX,47.7,16.3,45.0,993.0,120.0,90.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.481353085693497
846,FRANKLIN,86,9/7/2023,1800,  , EX,48.5,16.5,40.0,996.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.340053549230767
847,FRANKLIN,86,9/8/2023, 0000,  , EX,48.5,17.2,35.0,998.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.341346787129095
848,FRANKLIN,86,9/8/2023, 0600,  , EX,48.3,17.8,30.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.133020333334408
849,FRANKLIN,86,9/8/2023,1200,  , EX,47.9,18.5,30.0,1004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.085041325652114
850,FRANKLIN,86,9/8/2023,1800,  , EX,47.2,18.9,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.639710372649331
851,FRANKLIN,86,9/9/2023, 0000,  , EX,46.3,19.1,30.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.483555742570413
852,FRANKLIN,86,9/9/2023, 0600,  , EX,45.3,19.4,30.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.764828524805289
853,FRANKLIN,86,9/9/2023,1200,  , EX,44.1,19.8,25.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.201343594482713
854,FRANKLIN,86,9/9/2023,1800,  , EX,43.1,20.3,25.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.247259534284195
855,IDALIA,54,9/1/2023, 0000,  , EX,33.4,72.3,55.0,996.0,200.0,160.0,180.0,200.0,0.0,0.0,60.0,100.0,0.0,0.0,0.0,0.0,
856,IDALIA,54,9/1/2023, 0600,  , EX,32.7,70.5,50.0,997.0,200.0,160.0,180.0,200.0,0.0,0.0,80.0,100.0,0.0,0.0,0.0,0.0,19.152797005185683
857,IDALIA,54,9/1/2023,1200,  , EX,32.3,68.8,50.0,998.0,200.0,150.0,180.0,200.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,17.14105103067221
858,IDALIA,54,9/1/2023,1800,  , EX,32.1,67.1,50.0,999.0,210.0,120.0,180.0,190.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,16.724784185125163
859,IDALIA,54,9/2/2023, 0000,  , EX,31.9,65.7,50.0,999.0,180.0,150.0,180.0,190.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,13.864713855562345
860,IDALIA,54,9/2/2023, 0600,  , EX,31.8,64.7,50.0,999.0,180.0,140.0,160.0,190.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,9.849309370407203
861,IDALIA,54,9/2/2023,1200,  , EX,31.8,63.9,50.0,998.0,180.0,0.0,120.0,180.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,7.829657803132217
862,IDALIA,54,9/2/2023,1800,  , EX,31.8,63.1,50.0,997.0,180.0,0.0,120.0,170.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,7.829657803131968
863,IDALIA,54,9/3/2023, 0000,  , EX,32.0,62.2,50.0,996.0,180.0,0.0,120.0,170.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,9.095240488995131
864,IDALIA,54,9/3/2023, 0600,  , EX,32.5,61.3,50.0,994.0,180.0,0.0,120.0,170.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,10.487148893371714
865,IDALIA,54,9/3/2023,1200,  , EX,33.4,60.5,50.0,992.0,180.0,0.0,120.0,170.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,12.929617413482925
866,IDALIA,54,9/3/2023,1800,  , EX,34.9,59.7,55.0,990.0,180.0,0.0,120.0,170.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,18.88100387822269
867,IDALIA,54,9/4/2023, 0000,  , EX,36.2,58.9,60.0,988.0,180.0,0.0,120.0,170.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,16.741779432153017
868,IDALIA,54,9/4/2023, 0600,  , EX,37.6,58.0,60.0,985.0,180.0,0.0,120.0,170.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,18.127301633179957
869,IDALIA,54,9/4/2023,1200,  , EX,39.2,57.5,55.0,985.0,210.0,180.0,180.0,240.0,0.0,0.0,90.0,80.0,0.0,0.0,0.0,0.0,18.969494940185694
870,IDALIA,54,9/4/2023,1800,  , EX,40.5,57.9,55.0,986.0,210.0,180.0,180.0,240.0,0.0,0.0,90.0,80.0,0.0,0.0,0.0,0.0,15.382346302098732
871,IDALIA,54,9/5/2023, 0000,  , EX,41.1,58.7,50.0,986.0,180.0,220.0,180.0,180.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,9.816963447248567
872,IDALIA,54,9/5/2023, 0600,  , EX,41.6,59.1,50.0,986.0,180.0,220.0,180.0,180.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,6.716349440450464
873,IDALIA,54,9/5/2023,1200,  , EX,42.2,59.3,45.0,986.0,100.0,180.0,200.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.118883518621729
874,IDALIA,54,9/5/2023,1800,  , EX,42.6,59.8,40.0,987.0,100.0,180.0,200.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.268665564400492
875,IDALIA,54,9/6/2023, 0000,  , EX,42.6,60.5,35.0,988.0,50.0,180.0,180.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.933645284317151
876,IDALIA,54,9/6/2023, 0600,  , EX,42.6,61.4,35.0,991.0,50.0,180.0,180.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.628958311711563
877,IDALIA,54,9/6/2023,1200,  , EX,42.6,62.0,35.0,992.0,50.0,180.0,180.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08598551718478
878,IDALIA,54,9/6/2023,1800,  , EX,42.6,62.8,35.0,994.0,50.0,180.0,180.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.781302981087208
879,IDALIA,54,9/7/2023, 0000,  , EX,42.9,62.9,30.0,996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5566917473481863
880,IDALIA,54,9/7/2023, 0600,  , EX,43.0,62.1,30.0,998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.840705811366763
881,IDALIA,54,9/7/2023,1200,  , EX,43.2,61.1,30.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.71797752692772
882,IDALIA,54,9/7/2023,1800,  , EX,43.6,60.1,30.0,1001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.551052626126141
883,IDALIA,54,9/8/2023, 0000,  , EX,44.3,59.3,30.0,1002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.438747033375614
884,IDALIA,54,9/8/2023, 0600,  , EX,45.2,58.3,30.0,1003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.201995260813051
885,JOSE,16,9/1/2023, 0000,  , TS,31.6,52.5,55.0,996.0,30.0,30.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,
886,JOSE,16,9/1/2023, 0600,  , TS,32.9,52.4,55.0,996.0,30.0,30.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,15.002030144586072
887,JOSE,16,9/1/2023,1200,  , TS,34.9,51.4,50.0,997.0,40.0,40.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,24.935508438914752
888,JOSE,16,9/1/2023,1800,  , TS,37.4,49.8,50.0,997.0,60.0,60.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,32.404802210910454
889,KATIA,67,9/1/2023, 0000,  , TD,17.7,27.6,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
890,KATIA,67,9/1/2023, 0600,  , TD,18.5,27.9,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.78027558602748
891,KATIA,67,9/1/2023,1200,  , TD,19.3,28.1,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.466719624684343
892,KATIA,67,9/1/2023,1800,  , TD,20.2,28.3,30.0,1006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.588364555328225
893,KATIA,67,9/2/2023, 0000,  , TS,21.1,28.5,35.0,1005.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.585814155064964
894,KATIA,67,9/2/2023, 0600,  , TS,22.3,28.8,40.0,1004.0,70.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.186702145165995
895,KATIA,67,9/2/2023,1200,  , TS,23.5,29.4,45.0,1000.0,100.0,70.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.21409559714231
896,KATIA,67,9/2/2023,1800,  , TS,24.5,30.1,50.0,998.0,100.0,70.0,0.0,80.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.668875398294077
897,KATIA,67,9/3/2023, 0000,  , TS,25.3,30.9,45.0,1000.0,70.0,50.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.437634632824109
898,KATIA,67,9/3/2023, 0600,  , TS,26.0,31.5,40.0,1002.0,60.0,40.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.18690193009987
899,KATIA,67,9/3/2023,1200,  , TS,26.5,32.0,35.0,1006.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.734328051819773
900,KATIA,67,9/3/2023,1800,  , TS,26.9,32.7,35.0,1006.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.54857217572472
901,KATIA,67,9/4/2023, 0000,  , TD,27.1,33.3,30.0,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.573026945826416
902,KATIA,67,9/4/2023, 0600,  , LO,27.4,33.6,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.622528993879967
903,KATIA,67,9/4/2023,1200,  , LO,27.7,34.0,30.0,1009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.349168209114549
904,KATIA,67,9/4/2023,1800,  , LO,27.9,34.4,30.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.680484147240507
905,KATIA,67,9/5/2023, 0000,  , LO,28.0,34.5,25.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5365213634294719
906,KATIA,67,9/5/2023, 0600,  , LO,28.2,34.6,25.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.517209721068373
907,KATIA,67,9/5/2023,1200,  , LO,28.3,34.6,25.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.151568240465897
908,KATIA,67,9/5/2023,1800,  , LO,28.3,34.2,25.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.055717175811348
909,KATIA,67,9/6/2023, 0000,  , LO,28.0,33.7,25.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.140725667518416
910,KATIA,67,9/6/2023, 0600,  , LO,27.6,33.1,25.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.653307298981784
911,KATIA,67,9/6/2023,1200,  , LO,27.4,32.2,25.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.477165175399914
912,KATIA,67,9/6/2023,1800,  , LO,26.7,31.8,25.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.044810694538516
913,KATIA,67,9/7/2023, 0000,  , LO,26.0,31.8,30.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.060977683260985
914,KATIA,67,9/7/2023, 0600,  , LO,25.4,32.2,30.0,1010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.060223011970647
915,KATIA,67,9/7/2023,1200,  , LO,24.6,32.7,25.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.587808645610378
916,KATIA,67,9/7/2023,1800,  , LO,24.0,33.8,25.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.454504868757724
917,KATIA,67,9/8/2023, 0000,  , LO,23.2,34.8,25.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.007992371601517
918,KATIA,67,9/8/2023, 0600,  , LO,22.3,36.0,25.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.42593931001865
919,KATIA,67,9/8/2023,1200,  , LO,21.5,37.6,25.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.419483587891744
920,KATIA,67,9/8/2023,1800,  , LO,20.5,39.2,25.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.699819744327588
921,KATIA,67,9/9/2023, 0000,  , LO,19.6,40.9,25.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.109273115642655
922,KATIA,67,9/9/2023, 0600,  , LO,18.4,42.0,25.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.286705599140834
923,KATIA,67,9/9/2023,1200,  , LO,17.6,42.9,25.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.49171556929287
924,KATIA,67,9/9/2023,1800,  , LO,16.8,43.7,25.0,1011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.740442630384019
925,KATIA,67,9/10/2023, 0000,  , LO,16.0,44.5,20.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.766153252406397
926,KATIA,67,9/10/2023, 0600,  , LO,15.4,45.5,20.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.062881725440784
927,KATIA,67,9/10/2023,1200,  , LO,15.0,46.3,20.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.012690510819889
928,KATIA,67,9/10/2023,1800,  , LO,14.8,46.9,20.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0631338717269605
929,KATIA,67,9/11/2023, 0000,  , LO,14.6,47.4,20.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.026799737106999
930,KATIA,67,9/11/2023, 0600,  , LO,14.5,47.9,20.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.690907200572352
931,KATIA,67,9/11/2023,1200,  , LO,14.4,48.1,20.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5100298619108106
932,KATIA,67,9/11/2023,1800,  , LO,14.4,48.3,20.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2307791431664983
933,KATIA,67,9/12/2023, 0000,  , LO,14.4,48.3,20.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
934,KATIA,67,9/12/2023, 0600,  , LO,14.5,48.3,20.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1515682404658603
935,KATIA,67,9/12/2023,1200,  , LO,14.6,48.2,20.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6026610696897927
936,KATIA,67,9/12/2023,1800,  , LO,14.7,48.1,15.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6023087574072035
937,KATIA,67,9/13/2023, 0000,  , LO,14.9,48.0,15.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5581269550766135
938,KATIA,67,9/13/2023, 0600,  , LO,15.1,47.8,15.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.202114755773701
939,KATIA,67,9/13/2023,1200,  , LO,15.0,47.6,15.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.504575264312748
940,KATIA,67,9/13/2023,1800,  , LO,14.9,47.7,15.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6012381726395921
941,KATIA,67,9/14/2023, 0000,  , LO,14.7,47.8,15.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5581269550765824
942,KATIA,67,9/14/2023, 0600,  , LO,14.5,48.0,15.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2049696487932042
943,KATIA,67,9/14/2023,1200,  , LO,14.2,48.4,15.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.643521496666158
944,KATIA,67,9/14/2023,1800,  , LO,13.6,48.8,15.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.230006223606239
945,KATIA,67,9/15/2023, 0000,  , LO,13.0,49.2,15.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.236174245517013
946,KATIA,67,9/15/2023, 0600,  , LO,12.4,49.1,15.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.000138639055134
947,KATIA,67,9/15/2023,1200,  , LO,11.8,48.8,15.0,1012.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.690928502226804
948,LEE,55,9/5/2023,1200,  , TD,12.2,39.6,30.0,1008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
949,LEE,55,9/5/2023,1800,  , TS,12.9,41.1,35.0,1006.0,60.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.6885316082953
950,LEE,55,9/6/2023, 0000,  , TS,13.2,42.5,45.0,1003.0,60.0,20.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.081011890730906
951,LEE,55,9/6/2023, 0600,  , TS,13.5,43.9,55.0,997.0,70.0,50.0,30.0,60.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.062185453002236
952,LEE,55,9/6/2023,1200,  , TS,14.0,45.0,60.0,994.0,70.0,60.0,40.0,70.0,30.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,13.584752492006523
953,LEE,55,9/6/2023,1800,  , HU,14.6,46.1,65.0,991.0,80.0,70.0,50.0,70.0,40.0,30.0,20.0,30.0,15.0,0.0,0.0,0.0,14.085732876063055
954,LEE,55,9/7/2023, 0000,  , HU,15.1,47.1,70.0,989.0,80.0,70.0,50.0,70.0,40.0,30.0,20.0,30.0,15.0,0.0,0.0,0.0,12.532041675698748
955,LEE,55,9/7/2023, 0600,  , HU,15.6,48.2,75.0,986.0,90.0,80.0,50.0,70.0,40.0,30.0,20.0,30.0,15.0,0.0,0.0,15.0,13.504313869809314
956,LEE,55,9/7/2023,1200,  , HU,16.1,49.4,85.0,980.0,110.0,110.0,50.0,80.0,40.0,30.0,30.0,30.0,25.0,20.0,15.0,20.0,14.486755300017983
957,LEE,55,9/7/2023,1800,  , HU,16.6,50.7,105.0,961.0,120.0,110.0,50.0,80.0,40.0,30.0,30.0,40.0,30.0,20.0,20.0,20.0,15.475889960248052
958,LEE,55,9/8/2023, 0000,  , HU,17.0,51.8,135.0,933.0,120.0,110.0,50.0,80.0,60.0,40.0,30.0,40.0,40.0,30.0,20.0,30.0,12.97193841604303
959,LEE,55,9/8/2023, 0600,  , HU,17.5,53.0,145.0,926.0,120.0,110.0,50.0,80.0,70.0,60.0,40.0,50.0,40.0,30.0,30.0,30.0,14.398544919826875
960,LEE,55,9/8/2023,1200,  , HU,17.9,54.1,135.0,940.0,120.0,110.0,60.0,80.0,70.0,60.0,30.0,60.0,30.0,30.0,25.0,30.0,12.916794386393477
961,LEE,55,9/8/2023,1800,  , HU,18.5,55.1,125.0,941.0,130.0,120.0,60.0,90.0,70.0,50.0,30.0,60.0,30.0,30.0,20.0,30.0,12.938799280246023
962,LEE,55,9/9/2023, 0000,  , HU,19.0,56.0,105.0,958.0,150.0,120.0,70.0,100.0,70.0,50.0,40.0,60.0,25.0,25.0,15.0,25.0,11.378405392795829
963,LEE,55,9/9/2023, 0600,  , HU,19.5,57.0,100.0,963.0,150.0,120.0,70.0,100.0,70.0,50.0,40.0,60.0,25.0,25.0,15.0,25.0,12.302359830996203
964,LEE,55,9/9/2023,1200,  , HU,20.0,57.9,100.0,954.0,150.0,120.0,70.0,100.0,70.0,50.0,40.0,60.0,30.0,25.0,15.0,25.0,11.327006664499931
965,LEE,55,9/9/2023,1800,  , HU,20.4,58.8,95.0,958.0,160.0,150.0,80.0,110.0,80.0,70.0,30.0,50.0,35.0,25.0,20.0,25.0,10.762187315339409
966,LEE,55,9/10/2023, 0000,  , HU,20.8,59.5,85.0,960.0,160.0,150.0,80.0,110.0,80.0,70.0,30.0,50.0,35.0,25.0,20.0,30.0,8.840403517078743
967,LEE,55,9/10/2023, 0600,  , HU,21.2,60.2,90.0,960.0,140.0,130.0,80.0,110.0,80.0,60.0,30.0,70.0,35.0,30.0,20.0,35.0,8.823352370123532
968,LEE,55,9/10/2023,1200,  , HU,21.5,60.8,95.0,956.0,140.0,130.0,80.0,110.0,80.0,60.0,30.0,80.0,35.0,30.0,20.0,35.0,7.303913670750739
969,LEE,55,9/10/2023,1800,  , HU,21.9,61.4,105.0,954.0,150.0,140.0,100.0,140.0,90.0,70.0,50.0,80.0,50.0,35.0,30.0,45.0,7.901312346473176
970,LEE,55,9/11/2023, 0000,  , HU,22.3,61.9,105.0,950.0,150.0,140.0,100.0,140.0,110.0,80.0,60.0,90.0,65.0,40.0,40.0,55.0,7.048240470302491
971,LEE,55,9/11/2023, 0600,  , HU,22.8,62.5,105.0,950.0,160.0,150.0,110.0,150.0,110.0,90.0,70.0,90.0,65.0,45.0,40.0,55.0,8.594846754860562
972,LEE,55,9/11/2023,1200,  , HU,23.2,63.2,105.0,948.0,160.0,150.0,110.0,150.0,110.0,90.0,70.0,90.0,65.0,45.0,40.0,55.0,8.733625291190675
973,LEE,55,9/11/2023,1800,  , HU,23.5,63.9,100.0,948.0,160.0,150.0,110.0,150.0,110.0,90.0,70.0,90.0,65.0,50.0,45.0,60.0,8.16739753143257
974,LEE,55,9/12/2023, 0000,  , HU,23.7,64.5,100.0,948.0,160.0,150.0,120.0,150.0,110.0,90.0,80.0,100.0,70.0,60.0,50.0,60.0,6.7373976800997255
975,LEE,55,9/12/2023, 0600,  , HU,23.9,65.1,100.0,948.0,160.0,150.0,120.0,150.0,120.0,90.0,80.0,100.0,70.0,60.0,50.0,60.0,6.728288096385783
976,LEE,55,9/12/2023,1200,  , HU,24.1,65.7,100.0,948.0,180.0,170.0,140.0,160.0,120.0,110.0,80.0,120.0,80.0,60.0,50.0,60.0,6.719107785990533
977,LEE,55,9/12/2023,1800,  , HU,24.5,66.2,100.0,946.0,210.0,200.0,150.0,170.0,150.0,130.0,90.0,120.0,90.0,90.0,60.0,70.0,6.9825537603502
978,LEE,55,9/13/2023, 0000,  , HU,24.9,66.6,100.0,946.0,210.0,200.0,150.0,170.0,150.0,130.0,90.0,120.0,110.0,100.0,60.0,70.0,6.2233816952511924
979,LEE,55,9/13/2023, 0600,  , HU,25.3,66.9,100.0,948.0,210.0,210.0,160.0,170.0,130.0,120.0,90.0,110.0,110.0,100.0,60.0,70.0,5.56821540080529
980,LEE,55,9/13/2023,1200,  , HU,26.0,67.2,95.0,950.0,210.0,210.0,160.0,170.0,130.0,120.0,90.0,110.0,100.0,90.0,60.0,70.0,8.641630407338564
